"ID";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P33";"P34";"P36";"P37";"P38";"VD_EDUCACAO";"VD_IDADE";"VD_REGIAO";"VD_OCUPACAO";"VD_RACA";"VD_RENDA";"VD_RELIGIAO";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_trab";"W1";"W2"
"265";2;1;1;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;2;2;1;1;3;2;2;2;2;1;2;2;2;11;1;1;2;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;1;1;1;1;2;;;1;2;2;2;2;2;2;2;2;6;2;2;1;2;2;2;1;2;2;2;2;2;4;2;6;1;;4;3;2;2;1;1;1;5740319,00842639;4033401,53710101;3915537,04929414;1833996,26932857;0,164083339222203;5924,68915450718
"266";2;1;1;1;3;2;2;2;2;2;2;1;2;2;1;2;4;1;1;1;1;2;1;2;2;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;4;3;1;1;2;1;19504420,6018672;6329164,84158728;9667487,9365852;19008208,2217878;0,771415962462424;27854,1368555742
"267";2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;2;1;;;;;;;;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;1;3;1;4;97;1;13960677,4593904;8791279,62274544;11830617,0641027;19008208,2217878;1,35411428600686;48894,0940762039
"268";3;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;5;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;2;1;2;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;2;1;2;2;2;2;2;2;5;1;2;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;2;3;2;4;2;2;13960677,4593904;7210035,70585308;9667487,9365852;3097231,98911423;0,274911142496421;9926,43782191708
"269";2;2;1;1;3;1;2;2;1;2;2;2;2;2;2;1;4;1;2;2;2;2;3;1;2;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;4;2;1;4;2;96;14461864,302681;3470224,48658806;9306846,75975905;9082972,15513015;1,85750755392519;67070,5198426786
"270";2;2;1;1;4;2;1;2;2;1;2;2;2;2;2;2;3;1;1;2;2;2;4;1;3;1;;;;;;;;11;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;2;1;1;1;1;2;2;2;2;2;1;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;;2;2;5;3;4;1;1;3421308,1019427;1352560,93081092;972928,21404694;2606884,35133205;0,85912526501009;31021,1272155755
"271";3;2;1;1;3;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;1;4;5;1;1;2;1;2431431,47238272;1042502,13509057;1966031,961604;3453128,1894327;1,70760028177318;61657,697348263
"272";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;1;2;1;1;2;2;5740319,00842639;6224087,26340164;6475161,96831011;9082972,15513015;1,20176221965963;43392,9954306442
"273";3;1;1;1;4;2;2;2;1;2;2;2;2;2;2;1;3;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;1;1;2;1;1;2;4;2;;;1;4;2;1;1;2;1;2;476787,49869405;1463776,52352921;1263379,16937145;2895396,97531023;0,356381481042046;12868,1528886834
"274";2;1;2;2;4;2;2;2;2;2;2;1;2;2;2;3;3;2;2;2;2;2;4;1;3;2;2;2;2;1;2;2;2;5;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;2;2;1;2;1;2;2678539,92998988;4680529,27027831;3915537,04929414;9082972,15513015;0,59182882902923;21369,639728783
"275";2;97;2;1;3;2;1;2;2;1;2;2;2;2;2;1;3;1;2;1;2;2;1;97;2;1;;;;;;;;4;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;;1;4;2;2;1;4;1;2;14461864,302681;4680529,27027831;3915537,04929414;9082972,15513015;0,600820971169497;21694,326240325
"276";2;1;2;1;3;2;2;2;2;2;2;1;2;2;2;3;4;1;1;2;2;2;1;1;3;2;2;2;2;1;2;2;2;11;1;1;1;2;2;2;2;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;4;5;2;4;2;2;3421308,1019427;1042502,13509057;1763115,81930727;468593,5955951;0,189856501857171;6855,30147544465
"277";2;2;2;97;3;2;2;2;1;2;2;2;2;2;3;2;4;1;2;2;2;2;4;1;2;1;;;;;;;;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;3;4;3;4;2;1;2374569,89674108;2173701,16581883;3336804,26555338;5304273,64801839;0,950568187548448;34322,9303967369
"278";3;3;2;1;3;2;2;2;1;2;2;2;2;2;2;1;4;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;2;2;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;1;2;2;;;;2;2;2;2;2;2;2;2;1;6;2;2;2;2;2;2;1;2;2;2;2;2;3;2;6;1;;2;3;3;2;4;2;96;13960677,4593904;6591591,83579349;5572409,50746999;3097231,98911423;0,265874552962722;9600,14641257697
"279";2;2;1;1;3;1;2;2;2;2;2;2;2;2;3;3;5;1;2;2;2;2;4;1;1;2;1;2;2;2;2;2;2;11;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;4;3;2;3;1;4;1;1;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"280";3;3;1;1;3;1;2;2;2;2;2;2;2;2;3;3;4;1;2;1;2;2;4;1;3;1;;;;;;;;4;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;;1;4;1;3;4;1;1;4846039,7630248;867409,054416;2255487,24274484;3307111,57367646;7,48327146042938;270204,503833255
"281";3;1;1;1;3;2;2;2;1;2;2;2;2;2;1;3;3;1;2;2;1;2;2;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;2;1;1;2;2;2;1;2;1;;;1;2;1;3;1;2;1;2;3804141,48667104;8791279,62274544;5572409,50746999;19008208,2217878;1,21367654589116;43823,1955944257
"282";2;97;1;1;1;2;2;2;2;2;1;2;2;2;2;1;3;2;2;2;2;2;4;1;3;1;;;;;;;;5;1;1;1;2;1;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;1;2;;;;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;3;2;4;2;;2;3;4;3;1;3;1;9518913,45314225;2173701,16581883;2061170,61624244;5304273,64801839;0,938416893852156;33884,1738580358
"283";2;97;1;97;4;2;2;2;2;2;2;2;2;2;1;3;5;1;1;2;1;2;5;1;1;3;;;;;;;;;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;1;2;;;;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;1;3;2;1;1;1;19504420,6018672;8791279,62274544;9667487,9365852;3097231,98911423;0,5480533286292;19789,0025130693
"284";3;2;2;1;3;2;2;2;2;1;2;2;2;2;2;1;3;1;1;1;2;1;4;1;3;1;;;;;;;;4;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;1;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;;2;5;1;3;1;1;96;1307518,70265803;1012067,2864541;1122900,34116593;3307111,57367646;0,75918902657029;27412,6490432444
"285";3;1;1;1;3;2;2;2;2;2;2;1;2;2;2;1;3;1;1;1;2;2;2;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;;3;1;2;2;4;1;1;14461864,302681;6224087,26340164;6475161,96831011;1833996,26932857;0,293915067233827;10612,6278234035
"286";3;3;1;1;3;1;1;2;1;2;2;2;2;2;2;2;3;1;1;1;1;2;4;1;3;2;2;2;2;1;2;2;2;5;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;1;2;2;2;2;1;2678539,92998988;6224087,26340164;3915537,04929414;1833996,26932857;0,238537834028654;8613,07750627474
"287";3;1;1;1;4;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;4;1;3;1;;;;;;;;4;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;1;2;2;;;;2;2;2;1;2;2;2;2;2;4;1;1;1;2;2;2;1;2;2;2;1;2;3;2;4;2;;2;2;2;3;4;1;1;14461864,302681;4680529,27027831;3406005,68748633;12186583,0403909;1,16481354090461;42058,859757084
"288";3;97;1;1;3;2;2;2;1;2;2;1;2;2;3;3;5;2;1;2;2;2;4;1;3;1;;;;;;;;3;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;;4;2;;1;3;2;3;4;1;1;14461864,302681;4033401,53710101;9306846,75975905;12186583,0403909;2,62098009903973;94637,8373366173
"289";3;97;1;1;3;2;2;2;2;2;2;1;2;2;2;3;3;1;1;2;2;2;4;1;2;2;2;2;2;1;2;2;2;5;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;1;3;1;3;97;2;450998,43868754;8791279,62274544;9667487,9365852;19008208,2217878;0,361969583983565;13069,9270179084
"290";2;3;2;3;3;2;2;2;1;1;2;2;2;2;2;1;5;1;1;1;1;2;1;1;3;1;;;;;;;;12;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;2;;4;5;1;3;4;3;96;4846039,7630248;1012067,2864541;1263379,16937145;3307111,57367646;1,20099828769478;43365,411524512
"291";1;3;1;3;3;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;11;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;1;2;;;;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;1;4;2;1;1;1;9518913,45314225;2942917,92101343;3336804,26555338;695229,54821483;0,538973230643643;19461,1401090501
"292";3;1;1;1;3;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;1;3;1;;;;;;;;4;1;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;6;2;;2;1;1;3;4;3;1;4846039,7630248;2177738,10825259;1122900,34116593;3307111,57367646;1,41794927332706;51199,0353264666
"293";3;4;2;1;3;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;1;1;1;2;1;1;2;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;1;2;2;;;;2;1;2;2;2;2;2;2;2;3;1;1;1;2;1;2;1;1;2;2;1;2;4;2;3;1;;4;1;1;2;1;3;2;1307518,70265803;2177738,10825259;1263379,16937145;522391,26454334;0,114963249433478;4151,07054935693
"294";3;1;1;1;3;1;1;1;1;1;1;1;2;2;1;2;5;1;2;2;2;2;1;1;3;1;;;;;;;;3;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;1;2;1;4;2;1;14461864,302681;6224087,26340164;3915537,04929414;9082972,15513015;0,858629950307876;31003,2424890811
"295";2;1;1;1;3;2;1;2;1;2;2;2;2;2;2;2;3;2;2;1;2;2;1;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;2;1;;;2;2;2;4;1;4;2;1;2374569,89674108;2302991,36657876;2061170,61624244;6581932,49735434;0,571665114788045;20641,5722744904
"296";1;1;2;3;3;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;1;97;3;3;;;;;;;;;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;1;2;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;2;3;5;2;1;4;1;96;14461864,302681;4695308,90748061;6475161,96831011;9082972,15513015;1,03006501612912;37193,3863512674
"297";3;2;1;1;3;1;2;2;2;2;2;2;2;2;3;3;5;1;1;1;2;2;4;1;2;1;;;;;;;;11;1;1;1;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;3;3;3;1;1;1;19504420,6018672;6591591,83579349;11830617,0641027;15614797,7757141;1,29328075713014;46697,5289010021
"298";3;1;1;1;4;2;2;2;2;2;2;1;2;2;1;2;4;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;2;3;1;4;97;96;13960677,4593904;7210035,70585308;9667487,9365852;19008208,2217878;0,661817067181837;23896,7613578978
"299";2;2;3;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;3;1;3;2;2;2;1;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;6;2;;2;3;2;3;4;1;1;14461864,302681;4033401,53710101;3406005,68748633;12186583,0403909;0,978089750089543;35316,6735998875
"300";3;1;1;1;4;2;2;2;1;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;1;;;;;;;;5;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;2;3;4;2;1;3;97;96;222828,22375231;3470224,48658806;6475161,96831011;9082972,15513015;0,165750058911629;5984,8707434141
"301";3;1;1;1;4;1;2;2;1;2;2;2;2;2;2;3;4;2;2;2;2;2;2;2;2;1;;;;;;;;97;1;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;3;3;1;1;1;19504420,6018672;8798165,98063689;10649723,4784583;15614797,7757141;2,56204061586248;92509,6619934788
"302";3;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;3;3;2;3;1;4;1;2;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"303";3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;4;1;2;2;2;1;2;2;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;3;1;6;2;;3;1;2;3;2;1;96;2678539,92998988;6224087,26340164;6475161,96831011;12186583,0403909;1,56767592316798;56605,335945763
"304";3;1;1;1;3;2;2;2;2;2;1;2;2;2;2;2;3;1;1;1;1;2;1;1;3;2;2;2;1;2;2;2;2;4;1;1;1;2;2;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;2;3;1;2;1;4;1;1;14461864,302681;6224087,26340164;6475161,96831011;9082972,15513015;1,04212939412983;37629,0045550139
"305";2;97;2;97;3;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;2;2;2;2;2;1;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;;1;4;2;4;1;4;97;2;2374569,89674108;2302991,36657876;3043136,18139733;6581932,49735434;0,461793250821217;16674,3404768231
"306";3;2;1;1;4;2;2;2;1;1;1;2;2;2;3;3;5;2;2;2;2;2;4;1;2;2;2;2;2;1;2;2;2;4;1;1;1;2;2;2;1;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;;1;3;2;3;2;1;2;2678539,92998988;4033401,53710101;9306846,75975905;12186583,0403909;2,58175339636406;93221,4472204039
"307";2;3;1;1;4;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;;1;4;2;3;1;4;2;1;13960677,4593904;7210035,70585308;9667487,9365852;19008208,2217878;0,661817067181837;23896,7613578978
"308";3;1;2;1;3;2;2;2;1;2;1;2;2;2;2;2;5;1;1;2;2;2;1;1;97;3;;;;;;;;;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;2;1;;;5;2;3;3;1;1;97;96;19504420,6018672;6591591,83579349;5572409,50746999;19008208,2217878;0,846293252106452;30557,7914007325
"309";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;5;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;3;2;1;3;1;4;1;1;13960677,4593904;8791279,62274544;5572409,50746999;19008208,2217878;1,05403083714385;38058,7395340946
"310";3;1;1;1;3;1;2;2;2;2;2;2;2;2;2;1;4;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;1;2;2;4;1;1;14461864,302681;6224087,26340164;6475161,96831011;1833996,26932857;0,293915067233827;10612,6278234035
"311";2;3;2;1;3;2;2;2;1;2;2;2;2;2;2;3;1;1;1;1;1;2;1;1;3;2;2;1;2;2;2;2;2;5;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;3;3;4;3;1;2;1;96;3804141,48667104;6329164,84158728;11830617,0641027;19008208,2217878;0,911643718216876;32917,4532630627
"312";3;2;1;1;3;1;1;2;2;2;2;2;2;2;2;1;5;1;2;1;2;2;2;1;3;1;;;;;;;;11;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;1;2;2;;;;2;2;2;1;2;2;2;2;2;4;1;1;1;2;2;2;1;1;2;2;2;2;2;1;6;2;;2;3;1;3;1;1;1;1307518,70265803;1203908,84087813;1122900,34116593;3307111,57367646;0,648803166905873;23426,8579893515
"313";2;1;1;1;3;2;2;1;2;2;2;2;2;2;2;1;3;1;2;2;2;2;4;1;3;1;;;;;;;;4;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;3;2;4;1;;2;1;3;2;4;97;1;13960677,4593904;8791279,62274544;5572409,50746999;3097231,98911423;0,437832198706447;15809,1594885041
"314";1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;4;1;3;1;;;;;;;;11;1;2;2;1;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;1;2;2;2;3;1;;;1;3;1;2;1;4;2;96;14461864,302681;6224087,26340164;6475161,96831011;9082972,15513015;1,04212939412983;37629,0045550139
"315";2;3;1;1;4;2;2;2;1;2;2;2;2;2;2;2;97;1;1;2;1;2;4;1;3;1;;;;;;;;5;2;;;;;;;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;3;2;1;4;97;1;14461864,302681;4033401,53710101;9306846,75975905;9082972,15513015;1,7162482774555;61969,95748674
"316";2;2;1;1;3;2;2;2;1;2;2;2;2;2;2;3;5;1;1;2;1;2;97;1;2;2;2;2;1;2;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;2;5;2;3;4;1;2;14461864,302681;4695308,90748061;3406005,68748633;12186583,0403909;1,64535779412841;59410,2577651429
"317";3;1;1;1;4;2;2;2;1;1;2;2;2;2;2;1;3;1;2;2;1;2;4;1;2;1;;;;;;;;12;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;1;2;2;2;2;2;2;3;1;2;2;;3;5;3;3;1;1;1;19504420,6018672;8798165,98063689;11830617,0641027;15614797,7757141;1,0766053159745;38873,8544051751
"318";3;1;2;1;2;2;2;2;2;2;1;2;2;2;1;3;3;1;1;1;1;2;1;1;3;2;1;2;2;2;2;2;2;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;;4;2;1;2;4;1;1;4846039,7630248;1463776,52352921;1263379,16937145;522391,26454334;0,160589679235043;5798,54076227201
